policy_number,a_amount_rein,a_number_rein,e_amount_rein,e_number_rein
354755480,0.0,0.0,0.0,0.0
353287188,0.0,0.0,4095.7191780821913,5.460958904109589E-4
610237349,0.0,0.0,0.0,0.0
608357042,0.0,0.0,0.0,0.0
608961207,0.0,0.0,0.0,0.0
609117825,0.0,0.0,0.0,0.0
355163874,0.0,0.0,658.0684931506848,1.754849315068493E-4
116221417,0.0,0.0,89.26027397260273,1.1901369863013699E-5
610094161,0.0,0.0,0.0,0.0
349952275,0.0,0.0,0.0,0.0
350033239,0.0,0.0,2098.2739726027394,2.797698630136986E-4
350724043,0.0,0.0,165.20547945205482,2.2027397260273974E-5
114204290,0.0,0.0,32.054794520547944,4.273972602739726E-6
114442247,0.0,0.0,373.03767123287673,9.947671232876712E-5
355545294,0.0,0.0,2469.2671232876714,3.292356164383562E-4
115034373,0.0,0.0,0.0,0.0
115815623,0.0,0.0,0.0,0.0
119322964,0.0,0.0,2702.6506849315074,3.603534246575343E-4
351272083,0.0,0.0,5066.630136986302,6.755506849315069E-4
349255075,0.0,0.0,27.9041095890411,3.7205479452054796E-6
350113510,0.0,0.0,0.0,0.0
351644315,0.0,0.0,6163.130136986301,8.217506849315068E-4
354058679,0.0,0.0,461.77534246575306,9.23550684931507E-4
351106844,0.0,0.0,0.0,0.0
354339723,0.0,0.0,0.0,0.0
354483729,0.0,0.0,6091.952054794521,8.122602739726028E-4
354770117,0.0,0.0,0.0,0.0
608629895,0.0,0.0,0.0,0.0
608248431,0.0,0.0,0.0,0.0
608381349,0.0,0.0,0.0,0.0
608717617,0.0,0.0,0.0,0.0
610448425,0.0,0.0,0.0,0.0
609355268,0.0,0.0,0.0,0.0
609687785,0.0,0.0,0.0,0.0
609993977,0.0,0.0,0.0,0.0
113342406,0.0,0.0,0.0,0.0
114061641,0.0,0.0,0.0,0.0
114337389,0.0,0.0,0.0,0.0
115701666,0.0,0.0,3655.4383561643835,4.8739178082191786E-4
118929041,0.0,0.0,0.0,0.0
112924592,0.0,0.0,1684.7876712328766,4.492767123287671E-4
347398414,0.0,0.0,2839.4691780821913,1.5143835616438354E-4
347407710,0.0,0.0,6291.359589041096,0.0016776958904109588
353736960,0.0,0.0,0.0,0.0
354457806,0.0,0.0,0.0,0.0
354887788,0.0,0.0,19.23287671232876,3.8465753424657534E-5
346966682,0.0,0.0,6302.773972602739,8.403698630136986E-4
349165696,0.0,0.0,1391.7123287671232,3.7112328767123287E-4
351498993,0.0,0.0,10.325342465753426,2.7534246575342467E-6
352073704,0.0,0.0,4115.856164383562,0.0010975616438356165
353385305,0.0,0.0,21.410958904109588,5.70958904109589E-6
610228918,0.0,0.0,0.0,0.0
610260168,0.0,0.0,0.0,0.0
113901706,0.0,0.0,0.0,0.0
114965338,0.0,0.0,1919.178082191781,1.2794520547945205E-4
608687091,0.0,0.0,0.0,0.0
348325606,0.0,0.0,0.0,0.0
349929323,0.0,0.0,385.39726027397256,5.138630136986301E-5
352922074,0.0,0.0,0.0,0.0
354008609,0.0,0.0,3613.5616438356165,2.4090410958904108E-4
113277230,0.0,0.0,0.0,0.0
355435595,0.0,0.0,2942.1369863013697,7.845698630136986E-4
116077546,0.0,0.0,0.0,0.0
117023119,0.0,0.0,2123.013698630137,5.661369863013699E-4
118637875,0.0,0.0,9137.157534246575,0.0012182876712328768
609344338,0.0,0.0,0.0,0.0
348346081,0.0,0.0,6848.589041095889,9.13145205479452E-4
350224473,0.0,0.0,0.0,0.0
348269788,0.0,0.0,35.26086352438364,7.052054794520548E-5
348325044,0.0,0.0,1218.3904109589043,1.6245205479452056E-4
355339334,0.0,0.0,1383.123287671233,9.220821917808219E-5
349510198,0.0,0.0,5199.513698630137,6.932684931506849E-4
350712519,0.0,0.0,0.0,0.0
351832431,0.0,0.0,33.47260273972603,8.926027397260273E-6
354755258,0.0,0.0,1188.3082191780823,2.1125479452054793E-4
608396610,0.0,0.0,0.0,0.0
609894274,0.0,0.0,0.0,0.0
610925349,0.0,0.0,0.0,0.0
609601653,0.0,0.0,0.0,0.0
111810313,0.0,0.0,2828.712328767123,5.028821917808219E-4
113142301,0.0,0.0,0.0,0.0
113860241,0.0,0.0,1230.7191780821918,1.6409589041095892E-4
114357007,0.0,0.0,192.32876712328766,2.5643835616438354E-5
115273583,0.0,0.0,0.0,0.0
117141127,0.0,0.0,10015.705479452055,0.001335427397260274
112746433,0.0,0.0,1708.068493150685,2.2774246575342467E-4
349735399,0.0,0.0,2303.013698630137,3.070684931506849E-4
354892598,0.0,0.0,2013.4931506849318,5.369315068493152E-4
352153381,0.0,0.0,10948.315068493152,0.0029195506849315073
355424730,0.0,0.0,0.0,0.0
608690319,0.0,0.0,0.0,0.0
609689583,0.0,0.0,0.0,0.0
610479438,0.0,0.0,0.0,0.0
609227855,0.0,0.0,0.0,0.0
112975636,0.0,0.0,364.25342465753425,9.713424657534247E-5
113536221,0.0,0.0,0.0,0.0
113580641,0.0,0.0,0.0,0.0
114954183,0.0,0.0,733.5616438356165,1.956164383561644E-4
114984974,0.0,0.0,0.0,0.0
119389401,0.0,0.0,0.0,0.0
111871463,0.0,0.0,0.0,0.0
608407193,0.0,0.0,0.0,0.0
609543640,0.0,0.0,0.0,0.0
610170953,0.0,0.0,0.0,0.0
351008362,0.0,0.0,12530.95890410959,0.0016707945205479452
352514640,0.0,0.0,10060.27397260274,8.942465753424659E-4
113318299,0.0,0.0,0.0,0.0
354240996,0.0,0.0,0.0,0.0
114499452,0.0,0.0,0.0,0.0
117349936,0.0,0.0,0.0,0.0
609716618,0.0,0.0,0.0,0.0
610567471,0.0,0.0,0.0,0.0
347895518,0.0,0.0,2629.27397260274,7.011397260273973E-4
353682008,0.0,0.0,0.0,0.0
348588690,0.0,0.0,6166.356164383561,8.221808219178082E-4
352166581,0.0,0.0,5018.835616438356,6.691780821917808E-4
353552326,0.0,0.0,7313.178082191782,0.0010264109589041097
351237342,0.0,0.0,3342.5445205479455,8.913452054794521E-4
354651242,0.0,0.0,0.0,0.0
353119050,0.0,0.0,7468.027397260274,4.978684931506849E-4
608410601,0.0,0.0,0.0,0.0
608672051,0.0,0.0,0.0,0.0
609279658,0.0,0.0,0.0,0.0
610957086,0.0,0.0,0.0,0.0
609862438,0.0,0.0,0.0,0.0
113261275,0.0,0.0,3162.328767123287,5.621917808219177E-4
114429939,0.0,0.0,688.6849315068492,9.182465753424657E-5
115352981,0.0,0.0,0.0,0.0
349558486,0.0,0.0,10101.287671232878,0.0013468383561643837
350124434,0.0,0.0,0.0,0.0
352061519,0.0,0.0,0.0,0.0
349348763,0.0,0.0,0.0,0.0
352511273,0.0,0.0,3391.561643835617,9.044164383561644E-4
353977614,0.0,0.0,13027.767123287671,0.0017370356164383561
609956875,0.0,0.0,12030.698630136987,0.0024061397260273973
112444708,0.0,0.0,22575.082191780824,0.001505005479452055
112630363,0.0,0.0,341.4205479452055,5.058082191780822E-5
112956339,0.0,0.0,1669.2842465753424,4.4514246575342464E-4
113128854,0.0,0.0,0.0,0.0
114335268,0.0,0.0,3454.520547945205,2.303013698630137E-4
114342827,0.0,0.0,6321.143835616439,8.026849315068493E-4
114616915,0.0,0.0,0.0,0.0
608673943,0.0,0.0,0.0,0.0
609834957,0.0,0.0,2.0021917806900547E-4,2.002191780821918E-5
349989186,0.0,0.0,1037.3424657534247,1.3831232876712328E-4
350233144,0.0,0.0,0.0,0.0
351059639,0.0,0.0,2242.6643835616433,5.980438356164383E-4
114064538,0.0,0.0,7698.698630136985,0.0010264931506849314
116066549,0.0,0.0,0.0,0.0
116204421,0.0,0.0,119.42465753424656,7.961643835616438E-6
118868280,0.0,0.0,0.0,0.0
610261802,0.0,0.0,0.0,0.0
350718714,0.0,0.0,234.6369863013699,6.256986301369863E-5
353858483,0.0,0.0,0.0,0.0
349275156,0.0,0.0,7476.78082191781,4.984520547945206E-4
354657660,0.0,0.0,3124.109589041095,5.206849315068493E-4
349817189,0.0,0.0,7587.104023972603,0.001348818493150685
350713483,0.0,0.0,2290.972602739726,6.109260273972603E-4
352788004,0.0,0.0,2049.986301369863,2.7333150684931504E-4
634181309,0.0,0.0,0.0,0.0
112807524,0.0,0.0,1332.400684931507,3.5530684931506847E-4
112860986,0.0,0.0,0.0,0.0
113945349,0.0,0.0,2755.9109589041095,7.349095890410958E-4
114584386,0.0,0.0,0.0,0.0
115772717,0.0,0.0,580.1917808219177,1.5471780821917807E-4
115794026,0.0,0.0,0.0,0.0
119308708,0.0,0.0,613.8904109589041,1.637041095890411E-4
111827150,0.0,0.0,0.0,0.0
113009708,0.0,0.0,3022.5616438356165,4.0300821917808215E-4
348746595,0.0,0.0,2612.6301369863013,3.4835068493150684E-4
349181248,0.0,0.0,19.64383561643836,2.619178082191781E-6
349709089,0.0,0.0,3072.3287671232874,8.192876712328767E-4
350025763,0.0,0.0,5779.479452054795,7.705972602739727E-4
351548813,0.0,0.0,11439.585616438355,0.0030505561643835617
352921704,0.0,0.0,0.0,0.0
346504988,0.0,0.0,0.0,0.0
351602677,0.0,0.0,8267.732876712327,7.349095890410958E-4
351900386,0.0,0.0,4017.328767123287,5.356438356164383E-4
352073704,0.0,0.0,3746.948630136986,9.99186301369863E-4
352152375,0.0,0.0,469.69520547945206,1.2525205479452055E-4
352577977,0.0,0.0,1766.404109589041,4.710410958904109E-4
352918858,0.0,0.0,859.4136986301371,1.9098082191780822E-4
353374564,0.0,0.0,8122.684931506849,0.0010830246575342466
353994445,0.0,0.0,4567.808219178082,0.001218082191780822
355259185,0.0,0.0,74.09589041095889,9.879452054794519E-6
608531232,0.0,0.0,0.0,0.0
609893540,0.0,0.0,0.0,0.0
610371882,0.0,0.0,0.0,0.0
355387218,0.0,0.0,0.0,0.0
114377088,0.0,0.0,0.0,0.0
114697527,0.0,0.0,390.5136986301369,2.082739726027397E-5
116189184,0.0,0.0,20.650684931506852,2.7534246575342467E-6
117445031,0.0,0.0,4532.671232876712,4.0290410958904107E-4
117465039,0.0,0.0,0.0,0.0
608923645,0.0,0.0,0.0,0.0
350105748,0.0,0.0,2448.6575342465753,3.264876712328767E-4
350951588,0.0,0.0,0.0,0.0
352089544,0.0,0.0,2519.455479452055,6.718547945205479E-4
114404353,0.0,0.0,111.6164383561644,2.9764383561643836E-5
118739515,0.0,0.0,0.0,0.0
608810586,0.0,0.0,0.0,0.0
610278228,0.0,0.0,99.94520547945206,1.998904109589041E-5
353571532,0.0,0.0,2246.280821917808,5.990082191780822E-4
348102443,0.0,0.0,6837.061643835617,9.116082191780822E-4
349786566,0.0,0.0,6250.684931506848,2.7780821917808214E-4
347854911,0.0,0.0,3018.9452054794524,8.050520547945206E-4
352518609,0.0,0.0,7900.643835616439,3.5113972602739726E-4
370531675,0.0,0.0,0.0,0.0
353644230,0.0,0.0,9355.068493150684,0.0012473424657534246
354256422,0.0,0.0,2014.5205479452056,2.686027397260274E-4
354770315,0.0,0.0,0.0,0.0
354834194,0.0,0.0,0.0,0.0
355018599,0.0,0.0,0.0,0.0
355384322,0.0,0.0,0.0,0.0
608578266,0.0,0.0,0.0,0.0
610523078,0.0,0.0,0.0,0.0
608626644,0.0,0.0,0.0,0.0
112538806,0.0,0.0,0.0,0.0
113842710,0.0,0.0,0.0,0.0
114433535,0.0,0.0,7496.198630136985,9.994931506849315E-4
115609588,0.0,0.0,111.14383561643835,2.963835616438356E-5
112356316,0.0,0.0,4878.724315068493,0.0013009931506849314
350125399,0.0,0.0,0.0,0.0
351031877,0.0,0.0,0.0,0.0
353637358,0.0,0.0,334.8493150684931,2.2323287671232877E-5
347864274,0.0,0.0,837.1232876712328,1.1161643835616438E-4
349015081,0.0,0.0,4504.4178082191775,0.0012011780821917807
351044441,0.0,0.0,4893.904109589042,6.525205479452056E-4
355368697,0.0,0.0,10.325342465753426,2.7534246575342467E-6
610185100,0.0,0.0,0.0,0.0
114331879,0.0,0.0,0.0,0.0
115382905,0.0,0.0,0.0,0.0
117258178,0.0,0.0,0.0,0.0
610010845,0.0,0.0,0.0,0.0
347515017,0.0,0.0,4150.787671232876,3.68958904109589E-4
350206850,0.0,0.0,5821.849315068493,7.762465753424657E-4
350232559,0.0,0.0,0.0,0.0
352930630,0.0,0.0,2759.794520547945,3.67972602739726E-4
113002927,0.0,0.0,210.79109589041096,5.621095890410959E-5
113045041,0.0,0.0,6271.1301369862995,0.0016723013698630134
355663501,0.0,0.0,1912.5,2.55E-4
351445689,0.0,0.0,987.3184931506848,2.632849315068493E-4
347205858,0.0,0.0,4410.020547945204,5.880027397260273E-4
351365358,0.0,0.0,0.0,0.0
353234727,0.0,0.0,2372.5787671232874,6.326876712328767E-4
353371594,0.0,0.0,0.0,0.0
351647490,0.0,0.0,5416.972602739726,7.222630136986301E-4
353184989,0.0,0.0,774.7705479452055,2.066054794520548E-4
354134009,0.0,0.0,1257.5342465753424,3.353424657534246E-4
354317554,0.0,0.0,0.0,0.0
348903998,0.0,0.0,21757.191780821915,0.0014504794520547944
349628982,0.0,0.0,38.34246575342466,2.556164383561644E-6
351026893,0.0,0.0,835.5616438356166,2.228164383561644E-4
351773031,0.0,0.0,0.0,0.0
354067597,0.0,0.0,0.0,0.0
608579561,0.0,0.0,0.0,0.0
609330311,0.0,0.0,0.0,0.0
610500811,0.0,0.0,0.0,0.0
634159941,0.0,0.0,0.0,0.0
634199343,0.0,0.0,0.0,0.0
112683255,0.0,0.0,0.0,0.0
114390651,0.0,0.0,0.0,0.0
115649188,0.0,0.0,2331.698630136986,6.21786301369863E-4
115701195,0.0,0.0,380.5993150684932,1.0149315068493152E-4
116304130,0.0,0.0,1955.4657534246578,1.3036438356164385E-4
119023539,0.0,0.0,0.0,0.0
119214765,0.0,0.0,2979.0616438356165,7.944164383561643E-4
119686764,0.0,0.0,0.0,0.0
112024914,0.0,0.0,0.0,0.0
353822463,0.0,0.0,0.0,0.0
350829859,0.0,0.0,2452.1917808219177,6.539178082191781E-4
352183065,0.0,0.0,12877.335616438359,0.001716978082191781
353361975,0.0,0.0,1339.1095890410957,3.5709589041095887E-4
609396874,0.0,0.0,0.0,0.0
112433636,0.0,0.0,0.0,0.0
113206908,0.0,0.0,1831.9751712328766,1.3203424657534245E-4
113972061,0.0,0.0,0.0,0.0
114001043,0.0,0.0,10051.822602739725,0.0010309561643835614
115659880,0.0,0.0,315.6472602739726,2.8057534246575343E-5
117113530,0.0,0.0,2869.068493150685,3.8254246575342464E-4
119290641,0.0,0.0,5105.013698630137,6.806684931506849E-4
347748329,0.0,0.0,5412.0821917808225,7.216109589041097E-4
349826743,0.0,0.0,2436.7808219178087,1.6245205479452056E-4
350800736,0.0,0.0,0.0,0.0
