policy_number,a_amount_rein,a_number_rein,e_amount_rein,e_number_rein
342258902,0.0,0.0,0.0,0.0
335605374,0.0,0.0,0.0,0.0
341635258,0.0,0.0,234.24657534246575,7.808219178082191E-5
344416771,0.0,0.0,1448.9863013698628,1.8112328767123286E-4
344520655,0.0,0.0,258.3960547945205,3.1132054794520545E-4
346870462,0.0,0.0,0.0,0.0
574238747,0.0,0.0,0.0,0.0
574760443,0.0,0.0,0.0,0.0
603152315,0.0,0.0,0.0,0.0
603469958,0.0,0.0,0.0,0.0
603676834,0.0,0.0,0.0,0.0
338911670,0.0,0.0,2436.1643835616437,8.120547945205479E-4
338941743,0.0,0.0,0.0,0.0
339255457,0.0,0.0,40546.93698630137,0.005068367123287671
339357964,0.0,0.0,1561.4383561643835,5.204794520547945E-4
340830322,0.0,0.0,285.6767123287671,3.570958904109589E-5
342263167,0.0,0.0,0.0,0.0
343223699,0.0,0.0,4464.657534246575,5.580821917808219E-4
343440715,0.0,0.0,7141.293776958904,0.0013849150684931508
344832084,0.0,0.0,3542.9794520547944,6.215753424657534E-4
575262811,0.0,0.0,5285.5232876712325,6.606904109589041E-4
603705278,0.0,0.0,9.022740821917807,8.120547945205479E-5
337636674,0.0,0.0,3984.8027397260266,3.0652328767123287E-4
338482359,0.0,0.0,1090.849315068493,3.636164383561644E-4
338516693,0.0,0.0,0.0,0.0
338823834,0.0,0.0,890.4493150684933,2.968164383561644E-4
339795395,0.0,0.0,2345.9178082191784,7.819726027397261E-4
340198563,0.0,0.0,0.0,0.0
341344661,0.0,0.0,1225.0520547945205,4.0835068493150683E-4
341479319,0.0,0.0,7444.136986301371,7.44413698630137E-4
341479319,0.0,0.0,636.9315068493152,6.369315068493151E-5
342554185,0.0,0.0,1530.9479452054793,5.467671232876712E-5
342766151,0.0,0.0,0.0,0.0
345869028,0.0,0.0,3111.452054794521,3.889315068493151E-4
341570018,0.0,0.0,1280.7315068493153,2.3286027397260276E-4
341872257,0.0,0.0,598.7835616438358,1.9959452054794523E-4
342873635,0.0,0.0,3347.309589041096,1.8596164383561644E-4
344264866,0.0,0.0,0.0,0.0
347030108,0.0,0.0,0.0,0.0
343890042,0.0,0.0,10184.854794520546,0.0012731068493150683
348844655,0.0,0.0,45.676712328767124,5.70958904109589E-6
350888798,0.0,0.0,33088.241095890415,0.0030080219178082197
344535919,0.0,0.0,0.0,0.0
574330882,0.0,0.0,0.0,0.0
574380705,0.0,0.0,766.504109589041,2.555013698630137E-4
602370330,0.0,0.0,0.0,0.0
338674294,0.0,0.0,9165.501369863014,0.003055167123287671
340046721,0.0,0.0,0.0,0.0
337841282,0.0,0.0,0.0,0.0
338172935,0.0,0.0,1238.9424657534246,4.1298082191780825E-4
338623291,0.0,0.0,4969.775342465753,0.001656591780821918
341681708,0.0,0.0,6615.030821917808,0.0022050102739726027
342551447,0.0,0.0,2416.4383561643835,8.054794520547945E-4
323582940,0.0,0.0,0.0,0.0
342846003,0.0,0.0,5728.438356164383,7.160547945205479E-4
335568119,0.0,0.0,0.0,0.0
336099965,0.0,0.0,1643.1780821917807,5.477260273972602E-4
336678149,0.0,0.0,0.0,0.0
351262126,0.0,0.0,0.0,0.0
603379488,0.0,0.0,0.0,0.0
335597100,0.0,0.0,525.6986301369864,1.7523287671232876E-4
339698425,0.0,0.0,4308.164383561644,5.385205479452055E-4
335590493,0.0,0.0,0.0,0.0
336714159,0.0,0.0,2797.7095890410956,9.325698630136985E-4
337967814,0.0,0.0,2968.643835616438,9.895479452054793E-4
345425193,0.0,0.0,6977.17808219178,0.0023257260273972604
345669394,0.0,0.0,0.0,0.0
339090326,0.0,0.0,1038.9945205479453,3.463315068493151E-4
339454480,0.0,0.0,2862.6369863013697,5.204794520547945E-4
346376353,0.0,0.0,1615.6109589041098,5.385369863013698E-4
339801698,0.0,0.0,33.04109589041096,1.1013698630136987E-5
341736007,0.0,0.0,1311.780821917808,4.372602739726027E-4
337611560,0.0,0.0,0.0,0.0
337633481,0.0,0.0,359.0136986301369,1.1967123287671233E-4
340989581,0.0,0.0,6375.539726027398,7.969424657534247E-4
342385796,0.0,0.0,1850.3013698630136,6.167671232876711E-4
343600656,0.0,0.0,0.0,0.0
351065578,0.0,0.0,2961.4027397260274,3.7017534246575344E-4
574814224,0.0,0.0,0.0,0.0
601327356,0.0,0.0,0.0,0.0
325539260,0.0,0.0,1659.7479452054795,2.0746849315068493E-4
346466113,0.0,0.0,0.0,0.0
338900293,0.0,0.0,1970.13698630137,6.567123287671233E-4
341393486,0.0,0.0,0.0,0.0
342166741,0.0,0.0,220.93150684931516,4.418630136986301E-4
342166741,0.0,0.0,285.90958904109584,5.718191780821917E-4
342540309,0.0,0.0,15851.26575342466,9.32427397260274E-4
342632882,0.0,0.0,2440.6794520547946,3.050849315068493E-4
344250352,0.0,0.0,0.0,0.0
344504147,0.0,0.0,0.0,0.0
346306004,0.0,0.0,0.0,0.0
347581654,0.0,0.0,9286.487671232879,0.0011608109589041097
600521736,0.0,0.0,0.0,0.0
602179921,0.0,0.0,0.0,0.0
602333585,0.0,0.0,0.0,0.0
602376766,0.0,0.0,0.0,0.0
338515307,0.0,0.0,1285.2493150684932,4.284164383561644E-4
338745631,0.0,0.0,2237.457534246575,2.796821917808219E-4
338753239,0.0,0.0,504.38767123287664,9.170684931506849E-5
338785579,0.0,0.0,393.9616438356165,1.313205479452055E-4
340649508,0.0,0.0,1839.139726027397,6.130465753424657E-4
340816594,0.0,0.0,2054.92602739726,6.849753424657533E-4
341675601,0.0,0.0,4824.602739726027,3.7112328767123287E-4
344203856,0.0,0.0,1505.0712328767127,5.016904109589041E-4
349377424,0.0,0.0,0.0,0.0
346219660,0.0,0.0,2694.92602739726,3.368657534246575E-4
336249974,0.0,0.0,6343.561643835617,7.929452054794521E-4
336965074,0.0,0.0,10250.613698630139,0.0034168712328767124
338905458,0.0,0.0,9488.539726027397,0.003162846575342466
339147449,0.0,0.0,3811.0684931506858,2.117260273972603E-4
339858458,0.0,0.0,3046.750684931507,3.8084383561643836E-4
340890318,0.0,0.0,704.6054794520549,2.3486849315068495E-4
341836443,0.0,0.0,331.84931506849307,6.636986301369863E-4
336446299,0.0,0.0,0.0,0.0
336776851,0.0,0.0,0.0,0.0
337429260,0.0,0.0,0.0,0.0
337523237,0.0,0.0,6931.504109589043,0.002310501369863014
339849093,0.0,0.0,4667.178082191782,0.0015557260273972604
341299642,0.0,0.0,0.0,0.0
341643294,0.0,0.0,9703.189041095891,0.0012128986301369864
351375241,0.0,0.0,17249.523287671233,9.583068493150684E-4
337963680,0.0,0.0,4022.66301369863,5.028328767123288E-4
339298598,0.0,0.0,4487.671232876713,0.001495890410958904
340684810,0.0,0.0,3392.219178082192,0.0011307397260273972
342641099,0.0,0.0,3301.8082191780823,4.127260273972603E-4
336224886,0.0,0.0,2154.0821917808216,7.180273972602739E-4
336801006,0.0,0.0,0.0,0.0
338962541,0.0,0.0,5026.191780821918,0.0016753972602739726
346176365,0.0,0.0,1378.158904109589,4.5938630136986303E-4
340454156,0.0,0.0,34.19178082191781,4.273972602739726E-6
340827088,0.0,0.0,751.8684931506849,9.398356164383562E-5
341240430,0.0,0.0,0.0,0.0
341641306,0.0,0.0,0.0,0.0
341663334,0.0,0.0,2157.808219178082,2.697260273972602E-4
342382264,0.0,0.0,557.0410958904113,0.0011140821917808219
343432472,0.0,0.0,0.0,0.0
337751499,0.0,0.0,1145.4246575342463,3.818082191780822E-4
338796345,0.0,0.0,7002.279452054795,8.752849315068493E-4
337429823,0.0,0.0,8310.860273972603,0.0010388575342465754
339030926,0.0,0.0,1181.8849315068492,3.939616438356164E-4
344573365,0.0,0.0,743.2767123287671,9.290958904109589E-5
354635401,0.0,0.0,6220.756164383562,0.0011310465753424659
349303727,0.0,0.0,1678.6410958904107,2.0983013698630136E-4
350007803,0.0,0.0,99.94520547945204,1.2493150684931506E-5
350975298,0.0,0.0,867.3287671232874,2.8910958904109586E-4
351797360,0.0,0.0,0.0,0.0
574250239,0.0,0.0,0.0,0.0
602931941,0.0,0.0,0.0,0.0
336658554,0.0,0.0,703.1835616438357,2.3439452054794524E-4
338554090,0.0,0.0,1369.4027397260274,1.7117534246575343E-4
339382491,0.0,0.0,1193.7205479452055,3.979068493150685E-4
340233360,0.0,0.0,8232.339726027398,7.483945205479452E-4
342566841,0.0,0.0,918.7890410958905,3.0626301369863015E-4
343541157,0.0,0.0,3810.1753424657527,2.930904109589041E-4
346037401,0.0,0.0,0.0,0.0
347285793,0.0,0.0,0.0,0.0
574699542,0.0,0.0,0.0,0.0
602147506,0.0,0.0,0.0,0.0
602684383,0.0,0.0,0.0,0.0
336189469,0.0,0.0,0.0,0.0
339481541,0.0,0.0,0.01224456109048333,0.011131419178082191
339673949,0.0,0.0,0.0,0.0
341926830,0.0,0.0,4384.9643835616425,5.481205479452054E-4
341987725,0.0,0.0,3372.164383561644,0.001124054794520548
342680766,0.0,0.0,0.0,0.0
342902012,0.0,0.0,13923.287671232876,0.0017404109589041095
343052569,0.0,0.0,1760.54794520548,2.2006849315068497E-4
344416250,0.0,0.0,0.0,0.0
345204549,0.0,0.0,187.7095890410959,6.256986301369863E-5
341519973,0.0,0.0,2083.5068493150684,2.6043835616438357E-4
341570893,0.0,0.0,1041.5342465753424,3.471780821917808E-4
343554861,0.0,0.0,662.7945205479452,8.284931506849315E-5
349762872,0.0,0.0,0.0,0.0
344836689,0.0,0.0,231.28767123287673,7.70958904109589E-5
323776195,0.0,0.0,3673.6684931506848,0.0012245561643835616
346445737,0.0,0.0,46.99178082191781,5.873972602739726E-6
600974398,0.0,0.0,0.0,0.0
347439358,0.0,0.0,0.0,0.0
602864274,0.0,0.0,0.0,0.0
574052247,0.0,0.0,0.0,0.0
574079455,0.0,0.0,1139.3424657534244,3.797808219178082E-4
602611253,0.0,0.0,0.0,0.0
602999492,0.0,0.0,241.02980753424663,2.41027397260274E-4
335744124,0.0,0.0,124.93150684931504,2.4986301369863014E-4
335811279,0.0,0.0,1548.4931506849314,1.9356164383561644E-4
335849006,0.0,0.0,7264.191780821917,0.002421397260273972
335882031,0.0,0.0,0.0,0.0
338610819,0.0,0.0,425.5972602739725,1.418657534246575E-4
339124661,0.0,0.0,0.0,0.0
339534661,0.0,0.0,5696.043835616438,1.498958904109589E-4
341476281,0.0,0.0,553.4794520547945,1.5813698630136986E-4
341480598,0.0,0.0,0.0,0.0
336324777,0.0,0.0,375.4191780821918,1.2513972602739727E-4
342095189,0.0,0.0,1948.9315068493152,6.496438356164383E-4
338958416,0.0,0.0,748.6027397260275,9.357534246575343E-5
339732687,0.0,0.0,23774.301369863013,0.0013207945205479452
341587988,0.0,0.0,7627.046575342467,9.533808219178083E-4
342009008,0.0,0.0,4593.928767123288,5.74241095890411E-4
342094232,0.0,0.0,1087.1917808219177,0.002174383561643836
342191558,0.0,0.0,0.0,0.0
323592717,0.0,0.0,875.1780821917807,1.093972602739726E-4
343308748,0.0,0.0,5198.465753424658,0.0017328219178082192
336337456,0.0,0.0,7463.304109589041,7.856109589041095E-4
336586391,0.0,0.0,0.0,0.0
602819484,0.0,0.0,0.0,0.0
336477658,0.0,0.0,16442.008219178082,0.0012647698630136987
336616446,0.0,0.0,0.0,0.0
339002388,0.0,0.0,1305.0410958904108,4.3501369863013697E-4
346931454,0.0,0.0,0.0,0.0
341413094,0.0,0.0,1556.2356164383561,5.187452054794521E-4
341623593,0.0,0.0,355.66027397260274,1.1855342465753424E-4
341725729,0.0,0.0,371.6383561643835,1.238794520547945E-4
341826642,0.0,0.0,1253.9589041095892,4.17986301369863E-4
341983138,0.0,0.0,2012.0547945205478,6.706849315068493E-4
342531258,0.0,0.0,9920.175342465755,0.0012400219178082192
349553461,0.0,0.0,2231.5068493150684,7.438356164383561E-4
343370599,0.0,0.0,5570.178082191781,0.0018567260273972602
336552765,0.0,0.0,1116.3780821917808,3.7212602739726026E-4
336976527,0.0,0.0,1776.279452054794,5.920931506849315E-4
341663334,0.0,0.0,6578.8493150684935,8.223561643835617E-4
351175724,0.0,0.0,9680.30684931507,0.0012100383561643837
350393567,0.0,0.0,24290.19178082191,0.003036273972602739
573673480,0.0,0.0,1820.7123287671234,6.069041095890411E-4
336723200,0.0,0.0,267.87945205479457,3.3484931506849316E-5
340801299,0.0,0.0,629.0342465753424,1.1436986301369863E-4
341829380,0.0,0.0,0.0,0.0
342077690,0.0,0.0,2495.975342465753,8.319917808219178E-4
342532447,0.0,0.0,13497.336986301369,0.0016871671232876711
343223699,0.0,0.0,6019.002739726027,7.523753424657535E-4
343635504,0.0,0.0,1079.3424657534247,1.349178082191781E-4
351558713,0.0,0.0,0.0,0.0
346872732,0.0,0.0,20372.05479452055,0.0011317808219178083
336826805,0.0,0.0,0.0,0.0
337088355,0.0,0.0,2808.269589041096,4.1298082191780825E-4
337862114,0.0,0.0,13325.819178082189,0.004441939726027397
337913883,0.0,0.0,2067.594520547945,2.5844931506849316E-4
341125490,0.0,0.0,317.5890410958905,1.0586301369863015E-4
341921542,0.0,0.0,2739.9013698630133,3.4248767123287667E-4
342326204,0.0,0.0,1595.867709176514,1.97841095890411E-4
343054953,0.0,0.0,0.0,0.0
343098729,0.0,0.0,2880.1315068493154,3.600164383561644E-4
343177481,0.0,0.0,3196.8884133698634,6.167671232876712E-4
342493285,0.0,0.0,111.46301369863014,3.1846575342465754E-5
345913172,0.0,0.0,108.4931506849316,2.16986301369863E-4
345433833,0.0,0.0,824.5479452054794,1.0306849315068493E-4
346538796,0.0,0.0,812.0876712328767,2.7069589041095894E-4
574609715,0.0,0.0,3200.2191780821913,4.0002739726027395E-4
574036794,0.0,0.0,10536.438356164383,0.0013170547945205479
600522676,0.0,0.0,0.0,0.0
600540785,0.0,0.0,0.0,0.0
602597866,0.0,0.0,0.0,0.0
350257606,0.0,0.0,32237.238356164384,0.004029654794520548
350977393,0.0,0.0,16621.720547945206,0.0020777150684931508
335795100,0.0,0.0,0.0,0.0
340536275,0.0,0.0,46.99178082191781,5.873972602739726E-6
335484606,0.0,0.0,1958.92602739726,2.448657534246575E-4
335532263,0.0,0.0,4606.196558904109,4.98290410958904E-4
342002821,0.0,0.0,853.8863013698632,1.5525205479452058E-4
338699283,0.0,0.0,5633.753424657535,7.042191780821919E-4
340732379,0.0,0.0,1074.082191780822,1.3426027397260275E-4
341313112,0.0,0.0,470.83561643835617,1.5694520547945205E-4
342599396,0.0,0.0,5138.827397260274,2.854904109589041E-4
345740906,0.0,0.0,8170.298630136986,0.0027234328767123286
345751622,0.0,0.0,520.7671232876712,1.735890410958904E-4
346179344,0.0,0.0,0.0,0.0
347058331,0.0,0.0,0.0,0.0
349686501,0.0,0.0,0.0,0.0
350497277,0.0,0.0,2379.6986301369852,0.004759397260273972
350767497,0.0,0.0,0.0,0.0
336616370,0.0,0.0,3576.087671232877,4.470109589041096E-4
336732011,0.0,0.0,2213.2602739726026,7.377534246575341E-4
351334636,0.0,0.0,2388.493150684931,2.985616438356164E-4
337201685,0.0,0.0,2344.7232876712324,2.930904109589041E-4
601549983,0.0,0.0,0.0,0.0
603219940,0.0,0.0,0.0,0.0
338779036,0.0,0.0,185.81917808219174,6.193972602739725E-5
338975006,0.0,0.0,252.986301369863,8.432876712328767E-5
340651629,0.0,0.0,1549.8164383561643,5.166054794520548E-4
340779453,0.0,0.0,3872.745205479452,4.840931506849315E-4
341835130,0.0,0.0,50896.20821917809,0.0028275671232876713
335476743,0.0,0.0,984.904109589041,3.2830136986301367E-4
337926554,0.0,0.0,1312.1260273972603,4.373753424657534E-4
338782089,0.0,0.0,1058.4246575342463,3.528082191780822E-4
339142796,0.0,0.0,3808.109589041096,6.923835616438356E-4
345946669,0.0,0.0,1905.819178082192,2.3822739726027397E-4
347674863,0.0,0.0,18331.002739726027,0.0022913753424657532
343482980,0.0,0.0,6726.750684931508,8.408438356164384E-4
338345341,0.0,0.0,1894.3561643835615,2.367945205479452E-4
345330690,0.0,0.0,0.0,0.0
348544065,0.0,0.0,3395.342465753425,0.0011317808219178083
345003032,0.0,0.0,497.0958904109589,1.656986301369863E-4
573331477,0.0,0.0,0.0,0.0
323752170,0.0,0.0,988.086301369863,1.7965205479452054E-4
336197116,0.0,0.0,0.0,0.0
338628761,0.0,0.0,1615.5616438356167,5.385205479452055E-4
339318867,0.0,0.0,2798.013698630137,9.326712328767124E-4
341771194,0.0,0.0,1208.3424657534247,4.027808219178082E-4
349777060,0.0,0.0,1194.345205479452,3.981150684931507E-4
574854865,0.0,0.0,4615.890410958904,5.76986301369863E-4
602489775,0.0,0.0,52.97832608869014,2.157808219178082E-5
603914946,0.0,0.0,0.0,0.0
336691043,0.0,0.0,3402.345205479452,8.50586301369863E-4
337720213,0.0,0.0,0.0,0.0
337919591,0.0,0.0,2680.6520547945206,8.935506849315068E-4
341172856,0.0,0.0,5975.034246575343,0.0010863698630136987
341632610,0.0,0.0,3846.4,4.808E-4
342216256,0.0,0.0,0.0,0.0
343030672,0.0,0.0,8718.90410958904,4.843835616438356E-4
345745111,0.0,0.0,0.0,0.0
345873228,0.0,0.0,0.0,0.0
345883110,0.0,0.0,261734.79452054796,0.005452808219178083
346445521,0.0,0.0,13227.090410958906,0.0016533863013698633
341708089,0.0,0.0,636.2136986301371,2.1207123287671234E-4
342110871,0.0,0.0,217.34794520547945,3.622465753424658E-5
343685277,0.0,0.0,3814.5205479452056,0.0012715068493150685
343787784,0.0,0.0,0.0,0.0
344269147,0.0,0.0,0.0,0.0
345176317,0.0,0.0,1189.4794520547944,6.608219178082192E-5
345180277,0.0,0.0,456.7068493150685,1.5223561643835617E-4
345217327,0.0,0.0,2555.687671232877,4.259479452054795E-4
347394868,0.0,0.0,0.0,0.0
347722167,0.0,0.0,17133.830136986304,0.0057112767123287675
344906458,0.0,0.0,453.81369863013697,1.5127123287671235E-4
345443287,0.0,0.0,1550.7287671232878,1.9384109589041097E-4
346036759,0.0,0.0,0.0,0.0
346288236,0.0,0.0,0.0,0.0
575107891,0.0,0.0,9557.260273972603,1.991095890410959E-4
574824587,0.0,0.0,248.36712328767123,8.278904109589041E-5
574876975,0.0,0.0,0.0,0.0
601130768,0.0,0.0,0.0,0.0
602011041,0.0,0.0,0.0,0.0
602302218,0.0,0.0,0.0,0.0
603767187,0.0,0.0,897.5342465753424,1.7950684931506848E-4
603789462,0.0,0.0,0.0,0.0
349553875,0.0,0.0,1277.8438356164384,4.259479452054795E-4
337009443,0.0,0.0,1874.7616438356165,6.249205479452054E-4
337591200,0.0,0.0,3008.8767123287676,3.761095890410959E-4
338712060,0.0,0.0,122506.5205479452,0.0025522191780821915
337772065,0.0,0.0,16604.383561643837,0.005534794520547946
339452062,0.0,0.0,1718.8931506849312,5.729643835616438E-4
342523164,0.0,0.0,3443.5726027397263,4.304465753424658E-4
342774874,0.0,0.0,2133.961643835616,7.113205479452055E-4
344682893,0.0,0.0,1149.3698630136985,1.4367123287671233E-4
335909636,0.0,0.0,0.0,0.0
336169065,0.0,0.0,18710.457534246576,0.006236819178082192
337634505,0.0,0.0,1536.986301369863,1.9212328767123288E-4
602637431,0.0,0.0,0.0,0.0
603310954,0.0,0.0,0.0,0.0
335787909,0.0,0.0,1164.387671232877,2.117068493150685E-4
340817766,0.0,0.0,1650.567018082192,5.231342465753425E-4
341332096,0.0,0.0,7004.186301369863,0.0023347287671232875
341599264,0.0,0.0,9405.238356164384,0.0011756547945205478
341805166,0.0,0.0,0.0,0.0
335798138,0.0,0.0,1908.3287671232874,1.467945205479452E-4
338650914,0.0,0.0,1438.5863013698627,4.7952876712328764E-4
340253657,0.0,0.0,15665.687671232876,0.0019582109589041095
340410893,0.0,0.0,2685.2054794520545,8.950684931506848E-4
340684828,0.0,0.0,1169.309589041096,3.8976986301369863E-4
341033876,0.0,0.0,14498.926027397261,8.05495890410959E-4
341549343,0.0,0.0,2045.0465753424658,6.816821917808219E-4
